	gamma_T0vT12	gamma_T0vT12	gamma_T0vT12	gamma_T0vT12	gamma_T0vT18	gamma_T0vT18	gamma_T0vT18	gamma_T0vT18
LH08562	5.274542366	25.76252874	13.97850978	lncRNA hit	6.120140993	10.96623999	11.31710746	lncRNA hit
LH08565	2.867160778	1.133455615	2.310059138		1.414335381	4.727624917	3.437798697	
LH08573	0.737651493	3.833838862	2.62652917		1.12055053	0.902024958	1.054904371	
LH08574	0.20736992	1.165904458	0.364654933		4.272838444	5.143758219	5.285709848	
LH08577	1.230085324	3.543445513	0.58320928		2.742908602	6.118598958	5.626743039	
LH08579	0.150390026	0.121325813	0.186369835		0.022059576	0.000799308	0.015728186	
LH08580	1.858558378	2.069491029	2.254777888		1.776561369	0.714300327	1.169874822	
LH08584	0.448272002	0.952318177	0.649921554		1.082109118	1.918035906	1.299388693	
LH08585	0.335551784	0.441769041	0.010739747		0.718921235	0.164532791	0.063055942	
LH08586	10.20084277	22.54062568	18.28474951	lncRNA hit	27.45158674	54.60147697	49.35508665	lncRNA hit
LH08587	0.683730881	0.289831227	0.504244604		5.046878871	2.205751712	3.601611337	
LH08588	2.814009774	6.142768291	5.333433286		1.829286165	2.525602768	2.111853342	
LH08589	0.704877079	0.420383171	0.709310278		0.541946347	2.310933317	1.601125101	
LH08592	0.156970731	0.031084603	0.028159157		0.099820973	0.109718422	0.009603223	
LH08593	0.159431856	0.067143917	0.066972209		0.030133588	1.487841713	0.709859418	
LH08594	5.544646362	8.455459359	7.331440643	lncRNA hit	12.82268626	14.73064971	15.04212186	lncRNA hit
LH08595	0.100586734	0.188957667	0.008659189		0.029954275	1.418568671	0.271117295	
LH08597	0.012148297	0.563950383	0.172861609		0.018668844	1.454299982	0.385794423	
LH08598	1.602433182	2.09E-05	0.304035723		0.231479432	0.149783757	0.035305161	
LH08602	8.598095301	2.762495753	7.584105215	lncRNA hit	5.206478645	2.892762428	4.008516077	
LH08612	0.118090893	0.601681186	0.086219299		0.032240167	0.109217293	0.445228052	
LH08614	0.131821623	0.066607931	0.000209737		0.782123626	0.002550718	0.115298942	
LH08622	4.372097933	5.75856113	4.230041132		13.62423313	11.476572	15.42231303	lncRNA hit
LH08623	0.029919143	0.190321604	0.144510931		0.029034575	0.13663531	0.02675242	
LH08625	0.363996019	0.229836129	0.29733316		1.536766477	0.202608763	0.928083906	
LH08626	0.520876972	0.633191845	1.404399413		0.841816682	0.480177239	1.087406346	
LH08628	0.041960882	0.166525603	0.099198127		0.030982263	0.004203288	0.053557128	
LH08629	0.055672144	0.373859393	0.018439788		0.116400098	0.006563127	0.055220861	
LH08630	0.049754743	1.135146895	0.377550194		0.423589729	0.356368848	0.663628016	
LH08632	0.002995658	0.009894911	0.006680602		0.631608792	0.48585387	0.516097972	
LH08636	0.745030218	0.618601534	0.577178272		1.604268003	1.627328522	1.896599543	
LH08637	106.9916301	114.0895816	119.2805641	lncRNA hit	117.2817356	104.9621056	118.0450398	lncRNA hit
LH08638	23.32921262	14.93694801	22.34526612	lncRNA hit	28.53077323	35.61994619	35.71904768	lncRNA hit
LH08639	2.22254296	0.602369778	1.750829938		0.556715493	1.679788125	0.87484185	
LH08640	0.243182618	0.03932018	0.136645693		0.01042291	0.065921891	0.087487045	
LH08646	112.2383938	121.8333407	134.1996278	Neighbor hit	123.4362377	146.4432718	144.1290478	Neighbor hit
LH08647	0.404716456	0.10123807	0.021210031		0.215006288	0.102920166	0.181774294	
LH08648	0.118171672	0.10358779	0.109384369		0.030121306	0.169645794	0.090995707	
LH08649	3.415161106	2.303351184	3.554257909		1.90794643	6.678407845	5.645070354	
LH08654	0.232467877	0.009277394	0.038734651		0.629666038	0.206528804	0.346784914	
LH08655	0.819215738	0.054626746	0.184403573		0.128453498	0.018476559	0.088550301	
LH08656	38.09563735	36.82124113	43.0625639	Neighbor hit	32.20965219	35.09053209	35.83968421	Neighbor hit
LH08663	0.032790793	0.06363824	0.325851008		2.654601956	4.125225332	5.257287176	
LH08665	0.384070989	4.012167472	0.346300289		2.504238189	0.126719362	1.240122307	
LH08666	0.156025404	0.046863938	0.135900637		0.629373292	0.118075993	0.434447524	
LH08667	0.178434893	0.191676337	0.271002344		0.579846731	3.730811756	1.653550648	
LH08668	1.060281668	0.093393515	0.099664639		3.463955365	4.32750516	4.95554233	
LH08676	3.719584987	2.920206197	3.333199199		2.769897736	4.206011485	2.63393688	
LH08677	1.350522342	0.201957383	0.049601939		0.213668522	0.043828573	0.228820627	
LH08680	0.199716377	0.330619262	0.73074644		3.445081708	0.585857904	3.24383785	
LH08682	1.007647766	0.840286863	0.823177779		0.903829646	0.150719905	0.482853536	
LH08683	0.01588803	0.63839439	0.095051896		0.013177604	0.144999172	0.020875205	
LH08686	0.896161804	0.203608034	0.409417991		0.176640312	0.892179884	0.063844688	
LH08694	0.00209346	0.965078056	0.205422596		0.030845807	0.679659064	0.243293696	
LH08695	0.083873384	0.039857679	0.069437664		1.306537563	0.285967406	0.915366732	
LH08696	10.95506088	9.111528587	12.59883767	lncRNA hit	8.863979645	12.71205581	11.91862008	lncRNA hit
LH08697	0.181704151	0.743961497	0.052842678		1.111364952	0.78625769	1.153431699	
LH08704	0.446983765	0.258011212	0.701667448		0.285492129	0.589658397	0.006329738	
LH08711	0.084068213	0.011988224	0.036913135		0.913148727	0.04918949	0.221268584	
LH08714	1.183177415	0.004117475	0.432922067		10.76305355	1.037616801	7.509977388	lncRNA hit
LH08715	1.226553881	0.0292863	0.002613597		0.098905342	0.549813416	0.278738909	
LH08718	0.000554024	0.021368994	0.069639525		0.9130054	0.123918698	0.115410934	
LH08720	0.211858825	0.178277373	0.531168127		1.484614432	0.456242576	1.473056951	
LH08721	0.005323104	0.246663753	0.015016428		0.278637349	0.120884232	0.053080531	
LH08722	0.430085349	1.035430472	0.876551187		0.230201664	0.383080006	0.424942705	
LH08723	0.339006299	0.075786032	0.254357838		2.24335164	0.969074958	1.50070983	
LH08724	2.605836704	1.72879804	2.724282187		4.92389151	6.23472928	7.212687502	lncRNA hit
LH08726	0.001352264	0.684991172	0.095020498		0.064110499	0.677865229	0.406949706	
LH08727	1.732403915	0.752368663	1.680789937		2.898725152	2.34885244	1.954279799	
LH08728	0.010827816	0.122582169	0.031865419		0.033140836	0.081596966	0.004765708	
LH08729	0.073721689	0.006203175	0.020384097		0.084318953	0.059343742	0.106111205	
LH08731	0.063559661	0.318331334	0.03053143		0.649495728	0.019812247	0.47877224	
LH08735	0.023822157	1.05358818	0.397070933		0.660821187	0.326577882	0.452489685	
LH08736	92.34691114	126.9121901	118.0444038	lncRNA hit	95.58562573	141.9763212	127.6198032	lncRNA hit
LH08737	0.001987187	0.074188293	0.041089444		0.132033553	0.021346143	0.117522412	
LH08738	0.136769692	0.050556148	0.024457846		0.341595185	0.035507876	0.057058241	
LH08741	0.008412081	0.015832909	0.001251073		0.639181007	2.059420512	1.427624922	
LH08742	0.010665342	0.263172726	0.189426796		0.004541132	0.05378979	0.00591067	
LH08743	0.972636361	0.119910091	0.739737147		1.015719123	0.400648907	1.117593992	
LH08746	0.551807032	0.144122345	0.41885956		0.691672359	0.022705223	0.195424922	
LH08750	0.276762547	4.093212802	2.739208935		3.714886504	1.567166731	4.474601364	
LH08769	1.577020509	1.279515115	1.799260199		4.817490381	5.331118051	6.833317134	
LH08770	0.370426463	0.020897158	0.160181198		1.964957617	0.135431673	1.069631435	
LH08773	0.126081789	0.0008291	0.076952016		0.199720402	0.467984565	0.326114931	
LH08778	0.269958698	0.25740435	0.265208748		0.538617459	3.199276693	1.696355895	
LH08782	60.61019252	124.207236	106.0469554	Neighbor hit	57.00751045	110.0967708	88.88200006	Neighbor hit
LH08783	0.135744419	0.035488682	0.114102597		0.027352957	0.479028877	0.073859047	
LH08784	3.770670388	1.221899829	0.002262275		1.091015905	1.292135465	0.41649347	
LH08786	3.064090764	8.632926308	9.813907884	Neighbor hit	12.64977426	12.45694034	15.14357684	Neighbor hit
LH08794	0.761367536	1.256646197	0.251090085		0.941996295	0.931996384	0.965469724	
LH08795	0.100303387	1.371585301	0.566949455		0.016204091	0.113867021	0.085296469	
LH08796	6.665750959	10.54072383	9.78905807	lncRNA hit	10.79462295	18.44600467	17.29827106	lncRNA hit
LH08800	2.2497213	0.845286905	2.041151701		2.191293223	0.894986465	1.880745909	
LH08804	2.456661397	0.248239345	0.131411674		1.057188979	0.212951974	0.018332317	
LH08811	53.39995125	53.31925444	60.23321874	Neighbor hit	57.81743731	78.08076778	70.86700321	Neighbor hit
LH08813	15.60279752	34.94026904	29.24524537	lncRNA hit	19.96039	28.83793586	30.83093967	lncRNA hit
LH08818	1.305625283	2.153852405	1.382249434		0.126822733	0.139638183	0.122609231	
LH08821	0.606808902	0.67940173	1.049431694		3.106981224	1.949896054	2.998642154	
LH08822	0.029630951	1.658274994	0.794077871		0.314816169	1.75717294	1.211669368	
LH08823	0.12527686	0.548224806	0.23780403		0.056434975	0.015508717	0.045622046	
LH08824	0.033866982	0.008980647	0.027927902		0.296963338	0.034104462	0.028472546	
LH08826	0.004042849	0.159771203	0.074256731		0.117244149	0.016582582	0.043014661	
LH08839	0.059282418	0.357993646	0.044582171		1.417452244	2.363666572	2.462931337	
LH08852	0.945668935	0.440621561	0.795119092		0.061600123	0.00264203	0.002057505	
LH08860	0.990849448	7.699937401	4.782238167		0.798086899	13.15331541	6.837613119	
LH08872	0.049327918	0.16193117	0.072824935		3.417846885	1.759417849	2.751583855	
LH08874	0.054222558	0.018731682	0.012660337		1.184363561	1.043192895	1.511939232	
LH08881	0.01890534	0.090417268	0.023189585		0.012435691	0.407028546	0.148890581	
LH08882	2.404159103	0.066911685	0.260859632		3.399670105	0.076284507	0.728440853	
LH08888	130.3205312	124.0005886	140.3415568	Neighbor hit	92.31078693	121.3309878	116.0554049	Neighbor hit
LH08890	0.177589202	0.338353476	0.36819066		1.433523282	2.01064983	2.393372042	
LH08895	3.824964642	9.418360279	7.751544052	lncRNA hit	3.035171434	12.08153789	6.722561734	
LH08897	1.444387305	0.477390541	1.323566338		2.653617373	3.522385999	4.115506953	
LH08899	0.139603376	0.657054551	0.442888101		0.267419416	2.12876166	2.032958558	
LH08900	0.170507827	0.009995709	0.09237382		1.83863012	0.695923056	1.566381387	
LH08902	0.007141216	1.15757237	0.171025732		0.000260546	0.370616996	0.153891774	
LH08904	0.031731692	1.654064628	0.523089061		0.417248566	1.159097827	0.992811261	
LH08910	0.245526336	0.017027638	0.278635576		0.006842033	0.005868059	0.001362027	
LH08913	1.576961919	1.009176076	1.760407464		2.41932842	1.038000081	2.102690188	
LH08914	0.906444022	0.98467332	1.142508058		0.489446983	0.092348694	0.287194159	
LH08916	0.13726011	0.004734314	0.024220274		0.601364505	0.083495884	0.153558845	
LH08917	0.12730363	0.007040248	0.061370862		0.026368372	0.20707186	0.118171407	
LH08918	98.64958862	101.3608058	114.0524273	Neighbor hit	111.1437581	98.82486154	112.32017	Neighbor hit
LH08919	92.09377051	101.6187141	109.9146232	Neighbor hit	109.8195331	109.9598474	124.2366019	Neighbor hit
LH08925	0.065997311	0.225510312	0.025338333		0.914146557	0.286489441	0.008237393	
LH08931	1.333937767	0.005637626	0.205228793		3.956433014	1.003633961	2.929374741	
LH08936	0.297323707	0.121662359	0.147670029		0.699578933	0.939090987	1.025019155	
LH08938	7.611376949	2.951250475	6.708093243		2.576306212	4.416210763	4.071807198	
LH08944	0.505065369	3.803686437	2.856862544		0.883611871	3.696513838	3.750985814	
LH08947	0.040082177	0.254529531	0.091841529		0.737585023	0.109966099	0.27070723	
LH08948	2.006344921	0.311865717	2.470625695		0.229962054	3.183785822	0.82520655	
LH08953	0.006243792	0.003190401	0.002072484		0.122853152	0.277514924	0.311856207	
LH08954	0.046095621	0.204839475	0.03631819		0.056031232	0.027762278	0.017662588	
LH08962	5.239420648	0.058042631	2.696009912		8.607120538	5.139516721	9.682995929	lncRNA hit
LH08964	0.660127212	0.428183774	0.628852455		1.50398451	0.587507668	1.112719751	
LH08969	0.234908836	1.538347146	0.05888313		1.372210069	1.268066036	1.497500047	
LH08972	0.00867046	0.543593179	0.097387225		0.108417426	0.619113385	0.30671719	
LH08973	0.367907221	3.854823532	1.812180078		1.421843395	5.973127813	3.774835417	
LH08983	0.008402285	0.033274616	0.004498982		0.568887511	0.980680043	1.049767678	
LH08994	0.021038606	0.067902438	0.018656755		0.047400248	0.188016322	0.147736514	
LH08995	1.166090229	0.193316829	0.508430509		0.135780865	0.830291821	0.45017653	
LH09000	0.243507618	0.637919833	0.656735856		1.472473943	2.990665252	2.134076954	
LH09002	0.214243263	1.702377684	1.216673404		0.275710122	0.57339523	0.816083456	
LH09004	0.077839509	0.019785575	0.067522081		0.017281971	0.184582732	0.019793802	
LH09006	0.544261546	0.094408831	0.045711641		0.041579704	0.136746645	0.083515532	
LH09008	4.232016746	0.238282902	0.376581485		0.427064406	0.052730614	0.059669421	
LH09038	3.70201085	2.441688766	3.964661684		6.46468566	7.498224385	8.350214457	lncRNA hit
LH09043	0.114079646	0.008316124	0.04744654		0.492160833	0.100255752	0.141585198	
LH09046	0.029274686	0.131782014	0.019086777		0.920160289	0.12096105	0.279851856	
LH09047	1.205460437	0.564860258	1.130004863		1.029523651	0.164654629	0.790512655	
LH09048	1.532970487	0.316326639	1.421450484		3.167858938	3.593813903	4.514923736	
LH09051	0.357988888	0.251156725	0.67577289		1.595501004	1.027769041	1.582543272	
LH09054	115.3496477	126.1604925	133.726492	Neighbor hit	139.1873144	143.2568177	155.1692633	Neighbor hit
LH09055	86.12767112	95.29418808	97.96955642	Neighbor hit	92.59142187	117.2081022	111.2463438	Neighbor hit
LH09059	0.097839481	0.072993331	0.011223372		0.133388377	0.19013163	0.036429501	
LH09063	1.602653634	0.52392128	1.591691137		3.69535823	0.152858184	1.865762286	
LH09064	0.087002466	0.83615355	0.536135544		2.649514958	3.196864885	3.567333548	
LH09065	1.305156814	0.014279209	0.10441099		4.485684454	1.657716672	4.20016648	
LH09066	0.00548343	0.05474185	0.028486831		1.307493635	1.591675713	2.584227414	
LH09067	0.009989433	0.237442002	0.378758822		0.113635689	0.034030458	0.19921271	
LH09069	1.621482564	0.106184807	0.997918423		0.782873757	0.011450807	0.136864883	
LH09070	31.6585633	42.25169689	45.45263588	lncRNA hit	44.57362063	59.47697062	56.88994065	lncRNA hit
LH09072	0.000611438	0.054599433	0.00667795		0.735530744	2.369128248	2.465362255	
LH09076	0.500647587	0.489495297	0.675198843		0.457445976	0.341646438	0.613491567	
LH09077	1.548498476	0.126237679	0.773432384		0.305518447	2.568281423	0.940981909	
LH09078	0.219795814	0.343430337	0.31554878		0.003542186	0.095630618	0.051818293	
LH09079	0.703470321	0.255474301	0.625787833		0.111807999	1.30655516	0.515035631	
LH09089	0.018855481	0.009587984	0.003540767		0.033078159	0.10681463	0.004546821	
LH09090	0.036214074	0.422164699	0.046113616		0.296090702	0.044577339	0.390401445	
LH09092	0.035532298	0.150789427	0.003904327		0.036323911	0.057185937	0.015769662	
LH09100	0.073781339	0.031394149	0.137480233		1.527739104	1.927700093	1.947677731	
LH09101	0.005788141	0.003248048	0.007155742		0.026852148	0.334197492	0.146183624	
LH09105	2.060903668	0.024275196	0.89417063		0.645493841	0.056977548	0.433797823	
LH09106	0.201512243	0.751482063	0.579592349		0.006580286	1.200601343	0.295517215	
LH09109	0.004977185	0.001273109	3.68E-05		0.988316192	0.699068705	1.318641296	
LH09110	0.247473937	0.005726982	0.236860357		0.237665958	0.098858986	0.208755552	
LH09116	1.53447943	5.484082721	5.056822823		7.536619036	4.261331406	7.626190689	lncRNA hit
LH09122	1.064093984	0.008924251	0.280963192		1.067372217	1.170380165	1.345738042	
LH09128	0.496751397	0.140965286	0.517905036		0.063349723	0.030967218	0.004468474	
LH09134	2.074728143	2.363807978	2.719440536		8.415054997	3.581916717	6.550035126	
LH09137	0.106083251	0.095009042	0.060289858		0.368711128	0.017724157	0.036354137	
LH09140	3.705201469	0.00514203	1.617324018		5.745326076	1.714935911	4.246886706	
LH09142	0.0096624	0.082372245	0.04928975		0.079311365	1.013027578	0.104186853	
LH09145	0.091112731	0.485389858	0.337014322		0.139343353	0.419938914	0.428864035	
LH09147	1.375655118	0.036078846	0.69967937		1.693860173	0.130339576	0.436277353	
LH09149	1.962296402	0.362566931	0.887673943		2.252458241	2.383781111	3.209200571	
LH09150	0.27551154	0.594392353	0.851481416		0.644559688	1.415966415	1.114423177	
LH09151	2.732627191	4.398144874	3.691542359		1.053263804	2.445450806	1.687161397	
LH09152	0.625579	0.012490428	0.162353446		0.167527963	0.050695556	0.104452509	
LH09154	1.451044208	0.177335434	1.118102171		0.239396129	0.190342384	0.203852317	
LH09157	0.113746529	0.013906208	0.1293968		0.014502758	0.600617998	0.253031017	
LH09162	0.204030275	0.487286257	0.276742121		0.738948029	0.057887895	0.44762188	
LH09163	0.946803923	0.052844748	0.41447978		0.418833566	0.277142016	0.094367787	
LH09164	0.625319642	0.204792388	0.730585164		3.895958728	3.864616748	4.430397177	
LH09166	0.150282448	2.177448061	1.438911068		2.159915031	1.853408899	1.861461896	
LH09170	0.129416954	0.01606126	0.035274784		0.894762559	0.375843176	1.036435027	
LH09171	0.728834147	4.1121486	2.848550252		0.27395741	4.746997067	1.977650518	
LH09174	0.136635895	0.210041812	0.159183628		1.10019533	0.031325792	0.245344973	
LH09175	4.257067465	0.032590446	2.078949025		7.507344608	5.017965217	8.61524199	Neighbor hit
LH09176	4.73829973	6.760106714	7.613086253	lncRNA hit	5.629390815	4.654821699	6.636546121	
LH09184	2.202716147	10.5034734	7.860744047	lncRNA hit	0.41879543	2.571448556	0.668632587	
LH09190	0.026381509	0.011891807	0.035332161		0.005102906	0.057892366	0.021738777	
LH09192	2.651184142	1.596583735	2.887776989		2.181082202	3.148304076	3.155795796	
LH09193	0.259271823	0.099422065	0.509309321		1.825036898	1.313066966	1.969733092	
LH09200	0.945430241	3.803935044	1.961838669		2.088361843	2.051433861	2.823588793	
LH09201	0.11522114	0.236317402	0.056957804		0.903584895	1.963590128	1.728964585	
LH09202	0.026999022	0.118961702	0.026680703		0.012078062	0.029440872	0.025627849	
LH09204	0.027386123	4.517750897	1.879867385		0.026264839	4.356800283	1.631018658	
LH09214	1.185101589	0.3964597	0.841797647		0.02231025	0.164962402	0.097407926	
LH09217	0.035047415	0.220990695	0.114226262		0.108603433	0.0204047	0.098345137	
LH09218	0.450492435	0.010957873	0.191511479		1.825449423	0.331912522	0.898565016	
LH09219	0.298294152	0.04836865	0.206838273		0.733307842	0.047890938	0.141496473	
LH09220	0.222307518	1.151873022	1.035104278		2.42223724	4.209687576	4.227286584	
LH09222	0.350452577	0.255177338	0.425563824		0.789824115	1.788761849	1.559685751	
LH09223	0.011566042	0.032907998	0.003786439		0.291785251	0.707405515	0.400588646	
LH09225	0.489005374	5.890937223	0.965837005		1.097058131	11.52516603	5.38016433	
LH09229	0.018955741	0.000733732	0.013715856		0.005052945	0.068482263	0.17739653	
LH09231	1.588629986	0.322145301	1.092034933		2.395980661	0.412933657	1.984812567	
