NC_000014.9:+:61570538	ENST00000229465.10_1
NC_000002.12:-:47345075	ENST00000441997.5_1
NC_000002.12:-:70086272	ENST00000442040.1
NC_000002.12:+:167293000	ENST00000442316.1_1
NC_000002.12:+:178523212	ENST00000442329.6_1
NC_000002.12:+:16073438	ENST00000442387.2_1
NC_000002.12:-:172556439	ENST00000442417.5_1
NC_000002.12:-:170770767	ENST00000442456.4_1
NC_000002.12:-:158734829	ENST00000442666.1_1
NC_000002.12:-:154968002	ENST00000442706.1_1
NC_000002.12:+:241844387	ENST00000442867.1_1
NC_000002.12:+:199457690	ENST00000442967.1_1
NC_000002.12:+:174547155	ENST00000442996.1_1
NC_000002.12:-:177314913	ENST00000443132.1_1
NC_000002.12:-:52910019	ENST00000443237.1_1
NC_000002.12:-:111495050	ENST00000443467.5_1
NC_000002.12:+:176637735	ENST00000443670.1_1
NC_000002.12:-:154697878	ENST00000443901.1_1
NC_000002.12:-:52500751	ENST00000443926.1_1
NC_000002.12:-:61144968	ENST00000443946.1_1
NC_000002.12:-:161423134	ENST00000444164.5_1
NC_000002.12:+:174487387	ENST00000444196.1_1
NC_000002.12:-:27050793	ENST00000444217.1_1
NC_000002.12:-:111495050	ENST00000444301.5_1
NC_000002.12:+:135985176	ENST00000444406.1_1
NC_000002.12:-:70086989	ENST00000444410.1
NC_000002.12:-:28736105	ENST00000444501.1_1
NC_000002.12:-:44938865	ENST00000444871.2_1
NC_000002.12:+:60495296	ENST00000444873.1_1
NC_000002.12:-:172556439	ENST00000444919.1_1
NC_000002.12:-:235088498	ENST00000444926.1_1
NC_000002.12:+:7421283	ENST00000444955.1_1
NC_000002.12:+:70301403	ENST00000445084.1_1
NC_000002.12:-:215843686	ENST00000445174.5_1
NC_000002.12:+:230125309	ENST00000445199.3_1
NC_000002.12:+:117837744	ENST00000445332.1_1
NC_000002.12:-:161251161	ENST00000445372.5_1
NC_000002.12:+:24972125	ENST00000445389.5_1
NC_000002.12:+:677198	ENST00000445418.1_1
NC_000002.12:+:39437424	ENST00000445520.5_1
NC_000002.12:+:237257087	ENST00000445534.2_1
NC_000002.12:-:106825030	ENST00000446058.1_1
NC_000002.12:-:130836756	ENST00000446213.2_1
NC_000002.12:-:38671448	ENST00000446277.1_1
NC_000002.12:-:113843571	ENST00000446401.1_1
NC_000002.12:-:81466987	ENST00000446580.1_1
NC_000002.12:-:222920036	ENST00000446709.1_1
NC_000002.12:-:37875880	ENST00000446799.5_1
NC_000002.12:+:96208406	ENST00000446816.1_1
NC_000002.12:+:199468884	ENST00000446911.1_1
NC_000002.12:-:238555038	ENST00000446979.1_1
NC_000002.12:+:27356287	ENST00000447070.1_1
NC_000002.12:-:202179674	ENST00000447111.1_1
NC_000002.12:+:216694445	ENST00000447289.1_1
NC_000002.12:-:177392690	ENST00000447413.1_1
NC_000002.12:-:67177991	ENST00000447453.1_1
NC_000002.12:-:232584386	ENST00000447488.2_1
NC_000002.12:+:121650105	ENST00000447668.2_1
NC_000002.12:+:215453722	ENST00000447835.1_1
NC_000002.12:-:238427794	ENST00000447880.1_1
NC_000002.12:+:215274991	ENST00000448086.1_1
NC_000002.12:-:64332778	ENST00000448204.1_1
NC_000002.12:-:156024612	ENST00000448255.5_2
NC_000002.12:+:201101382	ENST00000448256.1_1
NC_000002.12:-:110383509	ENST00000448359.1_1
NC_000002.12:-:95816632	ENST00000448494.1_1
NC_000002.12:+:208255228	ENST00000448588.1_1
NC_000002.12:-:115161333	ENST00000448663.5_1
NC_000002.12:+:136077892	ENST00000448672.1_1
NC_000002.12:-:15942237	ENST00000448719.1_1
NC_000002.12:-:130755850	ENST00000448777.1_1
NC_000002.12:-:207235801	ENST00000448786.1_1
NC_000002.12:-:19347365	ENST00000449124.1_1
NC_000002.12:+:175167839	ENST00000449168.1_1
NC_000002.12:-:70086272	ENST00000449178.1
NC_000002.12:-:96147041	ENST00000449242.1_1
NC_000002.12:+:58428411	ENST00000449448.6_1
NC_000002.12:+:39437424	ENST00000449569.5_1
NC_000002.12:+:66327361	ENST00000449673.1_1
NC_000002.12:+:64228424	ENST00000449678.5_1
NC_000002.12:+:149587337	ENST00000449714.1_1
NC_000002.12:-:54748403	ENST00000449838.1_1
NC_000002.12:+:138568994	ENST00000449869.1_1
NC_000002.12:+:178413975	ENST00000450044.1_1
NC_000002.12:-:46167988	ENST00000450080.1_1
NC_000002.12:+:130681228	ENST00000450440.1_1
NC_000002.12:-:172556439	ENST00000450443.1_1
NC_000002.12:-:129877570	ENST00000450531.1_1
NC_000002.12:-:47344987	ENST00000450550.5_1
NC_000002.12:-:22531104	ENST00000450551.1_1
NC_000002.12:-:113542689	ENST00000450636.1_1
NC_000002.12:+:286221	ENST00000450709.1_1
NC_000002.12:+:129923091	ENST00000450840.1_1
NC_000002.12:+:3519259	ENST00000450917.1_1
NC_000002.12:+:241971178	ENST00000451070.1_1
NC_000002.12:+:3843973	ENST00000451101.1_1
NC_000002.12:+:111195963	ENST00000451230.1_1
NC_000002.12:-:198314716	ENST00000451266.1_1
NC_000002.12:+:64228452	ENST00000451350.1_1
NC_000002.12:+:106542951	ENST00000451464.1_1
NC_000002.12:-:42025271	ENST00000451514.1_1
NC_000002.12:+:39518584	ENST00000451547.1_1
NC_000002.12:+:75524064	ENST00000451622.2_1
NC_000002.12:-:170817174	ENST00000451730.1_1
NC_000002.12:-:111365713	ENST00000451884.5_1
NC_000002.12:+:105144069	ENST00000452037.1_1
NC_000002.12:-:28736230	ENST00000452212.1_1
NC_000002.12:+:20052136	ENST00000452342.2_1
NC_000002.12:-:176188550	ENST00000452365.1_1
NC_000002.12:-:70088564	ENST00000452431.1
NC_000002.12:+:70402934	ENST00000452525.1_1
NC_000002.12:+:216303307	ENST00000452736.1_1
NC_000002.12:+:237591198	ENST00000452801.1_1
NC_000002.12:+:217282717	ENST00000452813.1_1
NC_000002.12:+:58428337	ENST00000452840.5_1
NC_000002.12:+:88627861	ENST00000453008.2_1
NC_000002.12:-:159712433	ENST00000453016.5_1
NC_000002.12:+:178413975	ENST00000453026.6_1
NC_000002.12:-:73981440	ENST00000453103.1_1
NC_000002.12:-:216498751	ENST00000453157.1_1
NC_000002.12:+:27357139	ENST00000453289.1_1
NC_000002.12:+:104703769	ENST00000453322.1_1
NC_000002.12:-:15941250	ENST00000453400.1_1
NC_000002.12:-:5691296	ENST00000453678.5_1
NC_000002.12:+:221637554	ENST00000453706.2_1
NC_000002.12:-:3483252	ENST00000453806.1_1
NC_000002.12:-:46853495	ENST00000453936.1_1
NC_000002.12:-:8583809	ENST00000454224.1_1
NC_000002.12:-:153449819	ENST00000454312.1_1
NC_000002.12:+:58275877	ENST00000454367.1_1
NC_000002.12:+:231393774	ENST00000454416.1_1
NC_000002.12:+:207226949	ENST00000454444.1_1
NC_000002.12:+:178413975	ENST00000454488.5_1
NC_000002.12:+:3156756	ENST00000454530.1_1
NC_000002.12:-:153449819	ENST00000454537.1_1
NC_000002.12:-:3301464	ENST00000454977.1_1
NC_000002.12:+:236733383	ENST00000455068.1_1
NC_000002.12:+:85889280	ENST00000455121.3_1
NC_000002.12:+:230886496	ENST00000455128.1_1
NC_000002.12:+:87455478	ENST00000455131.5_1
NC_000002.12:+:58428411	ENST00000455219.7_1
NC_000002.12:-:177213196	ENST00000455416.1_1
NC_000002.12:-:30143803	ENST00000455424.1_1
NC_000002.12:+:5696208	ENST00000455579.2_1
NC_000002.12:-:120216436	ENST00000455707.1_1
NC_000002.12:+:11681436	ENST00000455754.1_1
NC_000002.12:-:82005655	ENST00000455845.1_1
NC_000002.12:-:219627570	ENST00000455896.1_1
NC_000002.12:-:8681860	ENST00000455965.5_1
NC_000002.12:-:170818039	ENST00000455988.1_1
NC_000002.12:+:178523212	ENST00000456053.5_1
NC_000002.12:-:70086272	ENST00000456161.1
NC_000002.12:+:216870771	ENST00000456163.1_1
NC_000002.12:-:54662791	ENST00000456363.1_1
NC_000002.12:-:3604173	ENST00000456450.1_1
NC_000002.12:-:105038504	ENST00000456519.2_1
NC_000002.12:+:238231808	ENST00000456601.1_1
NC_000002.12:-:186083232	ENST00000456653.6_1
NC_000002.12:-:177392690	ENST00000456746.5_1
NC_000002.12:-:176178108	ENST00000456876.1_1
NC_000002.12:-:181106338	ENST00000456895.1_1
NC_000002.12:-:950273	ENST00000456949.2_1
NC_000002.12:-:70087319	ENST00000457076.1
NC_000002.12:+:38601597	ENST00000457097.1_1
NC_000002.12:-:117803875	ENST00000457110.1_1
NC_000002.12:-:240256055	ENST00000457178.1_1
NC_000002.12:-:112645708	ENST00000457336.1_1
NC_000002.12:+:190534837	ENST00000457407.1_1
NC_000002.12:-:43006242	ENST00000457457.2_1
NC_000002.12:+:241881366	ENST00000457686.5_1
NC_000002.12:-:70086272	ENST00000457770.1
NC_000002.12:+:138568994	ENST00000458007.2_1
NC_000002.12:+:110610795	ENST00000458252.1_1
NC_000002.12:-:5691296	ENST00000458264.1_1
NC_000002.12:-:172465622	ENST00000458314.1_1
NC_000002.12:-:34737356	ENST00000458413.2_1
NC_000002.12:-:70087319	ENST00000458698.2
NC_000002.12:+:9104162	ENST00000463302.1_1
NC_000002.12:-:238231667	ENST00000466075.1_1
NC_000002.12:-:238231667	ENST00000470346.2_1
NC_000002.12:+:237591198	ENST00000470375.1_1
NC_000002.12:+:9505241	ENST00000472619.1_1
NC_000002.12:-:238231667	ENST00000475669.5_1
NC_000002.12:+:9505241	ENST00000480764.5_1
NC_000002.12:+:236167446	ENST00000483218.1_1
NC_000002.12:-:110434728	ENST00000483717.5_1
NC_000002.12:-:110433672	ENST00000488671.1_1
NC_000002.12:+:46827834	ENST00000490950.5_1
NC_000002.12:+:9114922	ENST00000492300.1_1
NC_000002.12:+:9103431	ENST00000495580.1_1
NC_000002.12:-:110423791	ENST00000498358.5_1
NC_000002.12:-:46580237	ENST00000506009.2_1
NC_000002.12:+:46499714	ENST00000517716.1_1
NC_000002.12:+:189762820	ENST00000520651.1_1
NC_000002.12:+:189762820	ENST00000521819.1_1
NC_000002.12:+:189762820	ENST00000523895.1_1
NC_000002.12:+:74148044	ENST00000529783.1_1
NC_000002.12:+:74148044	ENST00000533563.1_1
NC_000002.12:-:143572108	ENST00000546678.1_1
NC_000002.12:-:176178108	ENST00000547207.1_1
NC_000002.12:+:74502616	ENST00000548978.2_1
NC_000002.12:-:143741280	ENST00000552220.1_1
NC_000002.12:-:118952982	ENST00000556770.1_1
NC_000002.12:-:44923328	ENST00000560399.1_1
NC_000002.12:+:216217731	ENST00000562038.1_1
NC_000002.12:+:218255319	ENST00000562328.2_1
NC_000002.12:-:233354218	ENST00000563747.1_1
NC_000002.12:+:127025227	ENST00000564121.1_1
NC_000002.12:+:9106593	ENST00000565044.1_1
NC_000002.12:-:36355560	ENST00000565283.1_1
NC_000002.12:-:18548203	ENST00000565944.1_1
NC_000002.12:+:91580336	ENST00000567067.1_1
NC_000002.12:-:109128911	ENST00000567491.1_1
NC_000002.12:-:10039718	ENST00000567540.1_1
NC_000002.12:-:127025703	ENST00000567613.1_1
NC_000002.12:+:110245591	ENST00000568189.5_1
NC_000002.12:+:46777783	ENST00000568862.1_1
NC_000002.12:-:222569718	ENST00000568928.2_1
NC_000002.12:+:231051912	ENST00000568958.1_1
NC_000002.12:-:8722758	ENST00000569008.1_1
NC_000002.12:+:121530408	ENST00000577914.1_1
NC_000002.12:+:61471371	ENST00000578974.2_1
NC_000002.12:+:178776311	ENST00000582038.2_1
NC_000002.12:-:118834607	ENST00000584273.1_1
NC_000002.12:+:178773213	ENST00000584485.1_1
NC_000002.12:+:27335574	ENST00000585326.5_2
NC_000002.12:+:178528543	ENST00000585358.5_1
NC_000002.12:+:178523212	ENST00000585487.5_1
NC_000002.12:+:178521183	ENST00000585625.5_1
NC_000002.12:+:178523212	ENST00000587576.1_1
NC_000002.12:+:27337223	ENST00000587586.5_1
NC_000002.12:-:48165404	ENST00000587616.1_1
NC_000002.12:+:34868394	ENST00000587791.5_1
NC_000002.12:+:178528543	ENST00000587944.5_1
NC_000002.12:+:178591158	ENST00000589234.5_1
NC_000002.12:+:178530814	ENST00000589355.1_1
NC_000002.12:+:178523212	ENST00000589434.5_1
NC_000002.12:+:60925913	ENST00000589496.2_1
NC_000002.12:+:178523212	ENST00000590040.5_1
NC_000002.12:-:11132107	ENST00000590207.1_1
NC_000002.12:+:27337211	ENST00000590383.3_1
NC_000002.12:+:178528543	ENST00000590807.5_1
NC_000002.12:+:178541857	ENST00000590932.5_1
NC_000002.12:+:178523212	ENST00000591332.5_1
NC_000002.12:+:178528543	ENST00000591466.5_1
NC_000002.12:+:178523212	ENST00000592161.1_1
NC_000002.12:+:178528325	ENST00000592182.5_1
NC_000002.12:+:178528543	ENST00000592689.5_1
NC_000002.12:+:178523212	ENST00000592750.5_1
NC_000002.12:+:178528543	ENST00000592836.5_1
NC_000002.12:-:107826835	ENST00000593452.1_1
NC_000002.12:-:201151246	ENST00000593896.1_1
NC_000002.12:-:199909887	ENST00000594069.3_1
NC_000002.12:+:67087013	ENST00000594329.5_1
NC_000002.12:-:70053761	ENST00000594376.2
NC_000002.12:-:38994036	ENST00000594472.1_1
NC_000002.12:-:70087374	ENST00000594548.1
NC_000002.12:-:107826835	ENST00000594764.5_1
NC_000002.12:-:97426057	ENST00000594834.1
NC_000002.12:+:166015660	ENST00000595268.3_1
NC_000002.12:-:70086272	ENST00000595459.1
NC_000002.12:+:127467341	ENST00000595561.5_1
NC_000002.12:+:136000410	ENST00000595624.5_1
NC_000002.12:+:165957417	ENST00000595647.5_1
NC_000002.12:-:199909157	ENST00000596255.5_1
NC_000002.12:-:105855288	ENST00000596418.1_1
NC_000002.12:-:170344927	ENST00000596641.5_1
NC_000002.12:-:56184916	ENST00000596663.5_1
NC_000002.12:-:70086272	ENST00000596665.1
NC_000002.12:-:199909157	ENST00000597051.5_1
NC_000002.12:+:145023205	ENST00000597173.5_1
NC_000002.12:+:219559322	ENST00000597192.1_1
NC_000002.12:+:219645090	ENST00000597288.1_1
NC_000002.12:-:232611970	ENST00000597495.1_1
NC_000002.12:+:86562084	ENST00000597638.1_1
NC_000002.12:+:127467341	ENST00000598065.5_1
NC_000002.12:+:40114558	ENST00000598247.5_1
NC_000002.12:-:97426204	ENST00000598560.1
NC_000002.12:-:70011917	ENST00000598586.1
NC_000002.12:+:135993860	ENST00000599018.5_1
NC_000002.12:-:199909157	ENST00000599089.5_1
NC_000002.12:-:70059774	ENST00000599427.1
NC_000002.12:-:70086989	ENST00000599673.1
NC_000002.12:+:39786453	ENST00000599740.1_1
NC_000002.12:-:168786428	ENST00000599755.5_1
NC_000002.12:-:199911145	ENST00000599977.5_1
NC_000002.12:-:168784787	ENST00000600693.5_1
NC_000002.12:-:199909157	ENST00000600829.5_1
NC_000002.12:-:199909157	ENST00000600956.5_1
NC_000002.12:-:97426071	ENST00000600957.1
NC_000002.12:-:70070801	ENST00000601395.1
NC_000002.12:-:70086272	ENST00000601396.1
NC_000002.12:-:70053761	ENST00000601494.1
NC_000002.12:-:219498497	ENST00000601508.1_1
NC_000002.12:-:201153617	ENST00000601974.1_1
NC_000002.12:+:144518480	ENST00000602006.5_1
NC_000002.12:-:70060105	ENST00000602091.1
NC_000002.12:-:20678931	ENST00000602445.1_1
NC_000002.12:+:9936350	ENST00000602458.1_1
NC_000002.12:-:20586685	ENST00000602736.1_1
NC_000002.12:-:113889766	ENST00000602760.1_1
NC_000002.12:+:61471371	ENST00000603028.5_1
NC_000002.12:-:111267472	ENST00000603052.1_1
NC_000002.12:+:74502616	ENST00000603175.1_1
NC_000002.12:+:61471371	ENST00000603199.1_1
NC_000002.12:+:75719120	ENST00000603612.1_1
NC_000002.12:+:61471371	ENST00000603652.1_1
NC_000002.12:+:28396745	ENST00000604052.1_1
NC_000002.12:+:75669994	ENST00000604219.1_1
NC_000002.12:+:157917712	ENST00000604239.1_1
NC_000002.12:+:75154364	ENST00000604271.2_1
NC_000002.12:+:157877646	ENST00000604340.1_1
NC_000002.12:-:70054016	ENST00000604346.1
NC_000002.12:-:97429639	ENST00000604397.1
NC_000002.12:+:75697583	ENST00000604464.1_1
NC_000002.12:-:65456524	ENST00000604709.1_2
NC_000002.12:+:213151971	ENST00000604818.1_1
NC_000002.12:+:75660384	ENST00000604845.1_1
NC_000002.12:+:178618884	ENST00000604956.1_1
NC_000002.12:-:111495050	ENST00000604981.5_1
NC_000002.12:+:173811076	ENST00000604994.1_1
NC_000002.12:+:178644593	ENST00000605021.1_1
NC_000002.12:+:61483427	ENST00000605437.1_1
NC_000002.12:-:111208441	ENST00000605570.1_1
NC_000002.12:+:173968555	ENST00000605739.1_1
NC_000002.12:+:32013061	ENST00000605811.1_1
NC_000002.12:-:61162093	ENST00000605902.1_1
NC_000002.12:-:34703605	ENST00000605962.2_1
NC_000002.12:-:740296	ENST00000606068.1_1
NC_000002.12:+:24825781	ENST00000606114.1_1
NC_000002.12:-:227259197	ENST00000606119.1_1
NC_000002.12:+:88628214	ENST00000606164.1_1
NC_000002.12:+:177300600	ENST00000606180.1_1
NC_000002.12:+:177306373	ENST00000606200.1_1
NC_000002.12:+:37208634	ENST00000606229.1_1
NC_000002.12:+:74501679	ENST00000606287.1_1
NC_000002.12:+:192749966	ENST00000606314.1_1
NC_000002.12:+:174487387	ENST00000606406.1_1
NC_000002.12:+:133266194	ENST00000606428.1_1
NC_000002.12:+:54082554	ENST00000606436.1_1
NC_000002.12:-:34694297	ENST00000606468.1_1
NC_000002.12:+:196151263	ENST00000606818.1_1
NC_000002.12:-:61162093	ENST00000606876.1_1
NC_000002.12:+:7260422	ENST00000606959.1_1
NC_000002.12:-:195515698	ENST00000606986.1_1
NC_000002.12:+:19868886	ENST00000607100.5_1
NC_000002.12:+:10120755	ENST00000607140.1_1
NC_000002.12:-:10055646	ENST00000607181.1_1
NC_000002.12:+:9555888	ENST00000607241.1_1
NC_000002.12:-:27054056	ENST00000607407.1_1
NC_000002.12:+:214810228	ENST00000607412.1_1
NC_000002.12:+:3496956	ENST00000607415.1_1
NC_000002.12:+:10878015	ENST00000607419.1_1
NC_000002.12:+:34704711	ENST00000607437.3_1
NC_000002.12:-:6906300	ENST00000607613.1_1
NC_000002.12:+:219685326	ENST00000607654.1_1
NC_000002.12:-:27063156	ENST00000607659.1_1
NC_000002.12:-:61162093	ENST00000607743.1_1
NC_000002.12:+:10690026	ENST00000607781.1_1
NC_000002.12:-:159712433	ENST00000607836.1_1
NC_000002.12:-:219069739	ENST00000607956.1_1
NC_000002.12:+:226800145	ENST00000607970.1_1
NC_000002.12:-:97426113	ENST00000607984.1
NC_000002.12:+:68252860	ENST00000608069.1_1
NC_000002.12:+:210028426	ENST00000608095.1_1
NC_000002.12:+:55617932	ENST00000608113.1_1
NC_000002.12:-:97433486	ENST00000608120.1
NC_000002.12:-:232584423	ENST00000608132.1_1
NC_000002.12:+:85904470	ENST00000608140.1_1
NC_000002.12:-:87478033	ENST00000608142.1_1
NC_000002.12:+:99405572	ENST00000608144.1_1
NC_000002.12:-:218399545	ENST00000608367.1_1
NC_000002.12:-:199911105	ENST00000608419.1_1
NC_000002.12:+:27335532	ENST00000608473.5_1
NC_000002.12:-:73751590	ENST00000608509.1_1
NC_000002.12:+:183214064	ENST00000608537.1_1
NC_000002.12:-:97423387	ENST00000608565.1
NC_000002.12:+:73113011	ENST00000608612.1_1
NC_000002.12:-:189764455	ENST00000608680.1_1
NC_000002.12:-:202033543	ENST00000608741.1_1
NC_000002.12:-:176612248	ENST00000608775.1_1
NC_000002.12:-:31853491	ENST00000608851.1_1
NC_000002.12:+:218818872	ENST00000608881.1_1
NC_000002.12:-:71068237	ENST00000608897.1_1
NC_000002.12:+:32321638	ENST00000608925.1_1
NC_000002.12:+:58241435	ENST00000608934.1_1
NC_000002.12:-:70064018	ENST00000608964.1
NC_000002.12:-:48440622	ENST00000609028.1_1
NC_000002.12:-:70086272	ENST00000609075.1
NC_000002.12:+:38118898	ENST00000609128.5_1
NC_000002.12:-:207754544	ENST00000609146.1_1
NC_000002.12:-:190455115	ENST00000609166.1_1
NC_000002.12:-:111344097	ENST00000609220.1_1
NC_000002.12:-:131463614	ENST00000609270.1_1
NC_000002.12:-:174013028	ENST00000609273.1_1
NC_000002.12:-:105249793	ENST00000609349.1_1
NC_000002.12:+:127886491	ENST00000609350.1_1
NC_000002.12:+:61199979	ENST00000609422.1_1
NC_000002.12:-:70055816	ENST00000609543.1
NC_000002.12:-:28810631	ENST00000609581.1_1
NC_000002.12:+:135993860	ENST00000609663.5_1
NC_000002.12:-:168786428	ENST00000609665.5_1
NC_000002.12:-:39323733	ENST00000609671.1_1
NC_000002.12:-:127626847	ENST00000609697.1_1
NC_000002.12:+:145023205	ENST00000609705.5_1
NC_000002.12:-:97433380	ENST00000609751.1
NC_000002.12:+:221572523	ENST00000609776.1_1
NC_000002.12:+:144519410	ENST00000609819.5_1
NC_000002.12:-:44168393	ENST00000609837.1_1
NC_000002.12:-:38994036	ENST00000609942.1_1
NC_000002.12:+:68179833	ENST00000609955.1_1
NC_000002.12:-:107826835	ENST00000609972.1_1
NC_000002.12:-:74833855	ENST00000610008.1_1
NC_000002.12:+:73113156	ENST00000610134.1_1
NC_000002.12:-:85387722	ENST00000610137.1_1
NC_000002.12:-:97433526	ENST00000610144.1
NC_000002.12:+:101151668	ENST00000610202.2_1
NC_000002.12:+:86195534	ENST00000610262.1_1
NC_000002.12:+:178591147	ENST00000610290.4_1
NC_000002.12:+:32521761	ENST00000610331.1_1
NC_000002.12:-:177342366	ENST00000611493.1_1
NC_000002.12:+:38122117	ENST00000612373.4_1
NC_000002.12:+:136000410	ENST00000613688.1_1
NC_000002.12:+:97282488	ENST00000613749.4_1
NC_000002.12:+:55306097	ENST00000613806.1_1
NC_000002.12:+:144896566	ENST00000614173.1_1
NC_000002.12:+:96240117	ENST00000614453.1_1
NC_000002.12:+:32548675	ENST00000614487.1_1
NC_000002.12:-:168786428	ENST00000614990.4_1
NC_000002.12:-:72934354	ENST00000615411.1_1
NC_000002.12:+:32526504	ENST00000617415.1_1
NC_000002.12:-:11676924	ENST00000617634.1_1
NC_000002.12:+:97284433	ENST00000618066.1_1
NC_000002.12:+:127482254	ENST00000619302.1_1
NC_000002.12:+:10141903	ENST00000619640.3_1
NC_000002.12:+:97421075	ENST00000619740.1_1
NC_000002.12:+:38075647	ENST00000620177.4_1
NC_000002.12:+:97282174	ENST00000621110.4_1
NC_000002.12:+:224467803	ENST00000622296.1_1
NC_000002.12:-:111324811	ENST00000622940.1_1
NC_000002.12:+:46668870	ENST00000622979.1_1
NC_000002.12:-:172424172	ENST00000623218.1_1
NC_000002.12:+:216211404	ENST00000623250.1_1
NC_000002.12:-:32574817	ENST00000623382.1_1
NC_000002.12:+:43227318	ENST00000623515.2_1
NC_000002.12:-:73998547	ENST00000623590.1_1
NC_000002.12:-:170729439	ENST00000623667.1_1
NC_000002.12:-:113607907	ENST00000623707.1_1
NC_000002.12:-:176192537	ENST00000623777.1_1
NC_000002.12:+:118014216	ENST00000623784.1_1
NC_000002.12:-:191156069	ENST00000623836.1_1
NC_000002.12:-:170770767	ENST00000623867.1_1
NC_000002.12:+:97094965	ENST00000623986.1_1
NC_000002.12:+:112188563	ENST00000624058.1_1
NC_000002.12:+:136230753	ENST00000624070.1_1
NC_000002.12:+:30408170	ENST00000624149.1_1
NC_000002.12:-:170727854	ENST00000624287.1_1
NC_000002.12:-:63519267	ENST00000624325.1_1
NC_000002.12:-:73761780	ENST00000624373.1_1
NC_000002.12:-:36842538	ENST00000624376.1_1
NC_000002.12:+:74191388	ENST00000624449.1_1
NC_000002.12:+:121688203	ENST00000624478.1_1
NC_000002.12:+:113235539	ENST00000624706.3_1
NC_000002.12:+:225761559	ENST00000624730.1_1
NC_000002.12:-:123850694	ENST00000624741.1_1
NC_000002.12:-:23617998	ENST00000624820.1_1
NC_000002.12:-:74198559	ENST00000624835.2_1
NC_000002.12:-:177318470	ENST00000624891.1_1
NC_000002.12:+:242001209	ENST00000625132.1_1
NC_000002.12:-:196832189	ENST00000625143.1_1
NC_000002.12:-:199909157	ENST00000625205.2_1
NC_000002.12:-:201149924	ENST00000625224.2_1
NC_000002.12:+:40066090	ENST00000625324.2_1
NC_000002.12:+:136000410	ENST00000625389.2_1
NC_000002.12:+:127467830	ENST00000625508.2_1
NC_000002.12:+:178537640	ENST00000625536.2_1
NC_000002.12:+:148044380	ENST00000625666.1_1
NC_000002.12:+:101983466	ENST00000625702.1_1
